DATE,PHOSROCK,UREA_EE_BULK,POTASH,ALUMINUM,IRON_ORE,COPPER,LEAD,Tin,NICKEL,Zinc,GOLD,PLATINUM,SILVER
2022-12-01,178.29524764611307,388.5629399230458,406.93596422268746,2848.9768039294468,149.9167577508329,9042.143351149763,2689.5530441243923,26906.36553667655,21540.560431652608,2172.4849788442543,1685.1199290147017,1622.6095426332013,19.103391186063423
2023-01-01,184.10624683193296,399.0449610151594,419.76540436634764,2941.222914589528,154.33055442881601,9413.891803648872,2786.7941061688807,27973.111074227618,22823.929916003995,2227.629755363374,1769.4355402194542,1662.5452906748465,19.247925235819185
2023-02-01,194.00828420578978,420.0651759365753,440.344616668752,3049.956011492469,165.40393620199058,9947.511080477725,2919.7843091603804,30314.45410016388,23843.836997333176,2317.2832700897416,1896.4194082880952,1731.9758960849888,19.192948356532373
2023-03-01,219.13490153326453,440.7388219328657,492.4792396563379,3432.2547900483723,187.18430629990462,11020.219605100034,3290.5673636173237,35220.42087659573,27913.368963385914,2488.172387672775,2191.8658323237164,1890.3257730118532,19.618518987017076
2023-04-01,217.18913054422939,426.0613570417408,495.22452957007994,3465.853979030282,187.38779710306468,10918.684857582717,3293.6711752834312,36248.20818178103,29109.357610817904,2568.7720284888865,2246.5997273842463,1861.3624292673276,19.03425112454375
2023-05-01,183.48233344224917,381.7042369654934,448.94257519308763,3062.045386686849,168.48651851901963,9661.661884510755,2954.0059824938426,31964.023879146433,26618.397654064625,2514.0838287566694,2017.0990476696263,1675.845480646285,17.84226054485088
2023-06-01,170.41636970359428,368.38654343472194,439.66514316011796,2948.34021780673,163.3568552862412,9423.219278378698,2900.0283211857936,30462.20926370561,27153.251765882404,2560.9091829227855,1997.9054919527484,1618.493414409227,17.417193601880356
2023-07-01,149.1687750109355,361.15837995946765,410.7146185571844,2727.0255688125476,148.28155739981327,9046.727866200208,2690.7505547055734,28251.586212078513,27502.8606828442,2670.2232344640224,1959.503190014288,1462.0264727345618,16.17259579683149
2023-08-01,151.7035002471795,353.00545679896504,423.1529934440455,2784.414613246981,154.73661803170754,9096.698304457412,2774.076877214658,29331.162940727885,28161.325908825835,2695.7980108093243,2007.197293930394,1500.7936501139313,16.176024461199727
2023-09-01,143.10940908365524,331.72509826022815,405.55206829261135,2707.4495059575,144.83513467309743,8611.025592797228,2658.7260601379576,27460.561164126102,27681.63945432856,2642.3432184415537,1913.4304131830002,1426.9109371087382,16.083934108746853
2023-10-01,138.746483361254,323.63845997732886,399.58840804795165,2677.6687539452855,140.75986977461375,8466.756840527427,2621.6556820288997,26790.167468021795,27881.42875081698,2644.3210702356,1893.615547345836,1395.6403917705231,15.972441371308316
2023-11-01,141.0805536904955,317.8020544540916,414.41064497834844,2721.884915355261,146.8992829964605,8614.141859763924,2748.509829850336,26890.52786399127,28169.756660199135,2587.9500770610484,1899.068057290163,1484.5685173448596,16.721463844581095
2023-12-01,149.66736623759698,357.56006287738523,404.2473189188934,2670.2873419429156,144.58843973672487,8857.115948360157,2700.9473874744544,25006.257546964243,24978.32858550512,2389.2903079748035,1765.4636373908163,1538.3302333468275,17.99588965897184
2024-01-01,159.0300352120629,359.9770097216677,412.8812437120168,2773.603074816711,149.40348081210374,8961.29647039268,2741.8192395302185,26752.088229243833,25038.40411815941,2394.371725415918,1806.6518408023817,1566.4160028845595,17.9844969496926
2024-02-01,171.25476037530666,376.13555068933925,426.99128715692206,2915.5633952119747,155.69124331234508,9361.421787138781,2834.75194471834,28582.613967629884,25845.809969081372,2434.394116576644,1894.464949381422,1612.2084944149256,18.14639603320981
2024-03-01,198.74339615516323,400.3106291634168,468.9838411461653,3276.569536923042,175.21892117164626,10234.066736635721,3116.0647149468546,33353.97564359719,28544.013052587397,2565.4499445990314,2137.9006130344897,1733.757274828859,18.40707466563695
2024-04-01,201.9638077156123,394.31229119130927,470.4913324204009,3317.221546391033,177.0615372541707,10125.38711956513,3111.9106756963392,34088.29197308107,28447.287936448287,2569.9318840417577,2145.937015835531,1726.1131343884645,18.234156585062287
2024-05-01,179.41495944054495,366.63839667489736,431.5030089089805,2991.3923596868167,162.83914531238514,9107.245119753108,2826.35460551325,30392.11190387245,25086.583027647637,2442.8106557262317,1909.3244576227944,1601.975689749644,17.696470191461845
2024-06-01,174.64929649173058,360.1708786940743,426.77610463370513,2930.694358182802,161.7428117782152,8931.718406251768,2790.3291749064315,29868.18881454404,24655.798802127872,2435.4202547969044,1879.2514373591987,1584.2104753194587,17.53380603704687
